run_id,run_at_utc,tool_built_at_utc,job,category,set_kind,pdf,issue_date,issue_date_from_name,bytes,pages,plan_sheets,sheets_written,sheets_failed,sheets_not_plan,assembly_cards,storeys_read,has_model,model_error,sheets_placed,storeys_built,walls,columns,floors,storeys_with_plate,seconds,error,yardstick,yardstick_storeys,shared_storeys,frame_from_grids,frame_support,ours_compared,ours_median_mm,ours_within_100,theirs_compared,theirs_within_100,yardstick_note,yardstick_edb,yardstick_written,yardstick_age_days
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","00904-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\00904-01 (Regehr Residence, Langley)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf","2026-02-23","True","878068","5","2","1","0","3","0","0","True",,"1","1","6","8","0","0","12.8412999",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","00966-06","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\00966-06 (Sperling Plaza Review Precast Panel)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf","2026-02-23","True","878068","0","0","0","0","0","0","0","False",,,,,,,,"0","the stick file of another job: byte-identical to 00904-01's (01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf)",,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01195-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01195-01 (402 West Pender Cornice)\05 Stickfile\01195-01 - 402 W Pender - Struct Stickfile - 2021-12-21.pdf","2021-12-21","True","1871282","2","0","0","0","2","0","0","False","no plan sheet with structure on it",,,,,,,"16.0164174",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01323-03","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01323-03 (731 Union St New Staircase)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf","2026-02-23","True","878068","0","0","0","0","0","0","0","False",,,,,,,,"0","the stick file of another job: byte-identical to 00904-01's (01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf)",,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01375-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01375-01 (Reimer Residence, 6526 Bradner Rd, Abbotsford)\05 Stickfile\01375-01 Struct Stickfile 2018-08-10.pdf","2018-08-10","True","5856307","12","4","4","0","8","0","0","True",,"0","3","186","189","9","3","36.674638",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01379-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01379-01 (1200 Stewart St, Seattle, WA, USA - Peer Review)\05 Stickfile\215369-Stickfile.pdf","2018-02-08","False","38541294","272","217","518","0","55","0","15","True",,"179","56","3221","3311","79","52","1186.1144235",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01389-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01389-01 (1146 Garden Drive, Vancouver)\05 Stickfile\01389 Struc Stickfile 2019-07-04.pdf","2019-07-04","True","4965404","10","5","5","0","5","0","0","True",,"0","3","79","115","4","2","38.7811839",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01448-02","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01448-02 (Bristol Square San Diego Report Update)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf","2026-02-23","True","878068","0","0","0","0","0","0","0","False",,,,,,,,"0","the stick file of another job: byte-identical to 00904-01's (01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf)",,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01471-02","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01471-02 (777 Front Street Report Update)\05 Stickfile\01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf","2026-02-23","True","878068","0","0","0","0","0","0","0","False",,,,,,,,"0","the stick file of another job: byte-identical to 00904-01's (01783-01 2026-02-23 Bean Around The World Lytton Stickfile.pdf)",,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01554-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01554-01 (Craft Salt Building - New Stair & Platform)\05 Stickfile\01554 Struct Stickfile 2022-01-24.pdf","2022-01-24","True","1074074","4","2","2","0","2","0","0","True",,"0","1","0","0","0","0","15.8281922",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01569-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01569-01 (216th Street & 83rd - Williams Pond Deck)\05 Stickfile\01569-Stickfile-2022-11-01.pdf","2022-11-01","True","921628","2","1","1","0","1","0","0","True",,"0","1","0","104","2","1","9.6278946",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01589-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01589-01 (629 East 12th Street North Vancouver)\05 Stickfile\01589-629 E 12th (Struct Stickfile) 2022-08-08.pdf","2022-08-08","True","3439539","9","3","3","0","6","0","0","True",,"0","2","30","325","4","2","28.9646886",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01599-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01599-01 (4851 Water Lane West Vancouver)\05 Stickfile\01599-01 2023-06-26 (4851 Water Lane) Struct Stickfile.pdf","2023-06-26","True","4162411","11","3","3","0","8","0","0","True",,"3","2","47","132","2","2","30.7858493",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01603-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01603-01 (Dempsey North Culvert Headwall)\05 Stickfile\01603-Dempsey North Culvert-Struct Stickfile-2022-07-05.pdf","2022-07-05","True","236230","2","1","1","0","1","0","0","True",,"0","1","4","0","0","0","8.9149869",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01631-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01631-01 (8644 River Rd Delta Rel)\05 Stickfile\01631 2023-09-06 8644 River Road Delta Stickfile.pdf","2023-09-06","True","72840","1","0","0","0","1","0","0","False","no plan sheet with structure on it",,,,,,,"0.9080253",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01653-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01653-01 (4265 Lougheed Hwy Burnaby BC)\05 Stickfile\01653-STICKFILE-2023-06-29.pdf","2023-06-29","True","707850","8","6","6","0","2","0","0","True",,"0","6","256","373","2","2","47.7815245",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01666-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01666-01 (Village Museum Tram Barn Plaza Burnaby)\05 Stickfile\01666-01 2025-01-24 Village Museum Stickfile.pdf","2025-01-24","True","449910","3","2","2","0","1","0","0","True",,"0","1","21","69","4","1","11.802898",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01668-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01668-01 (536 E 30 Ave Vancouver)\05 Stickfile\01668-01 2024-11-16 536 E 30TH Ave Stickfile.pdf","2024-11-16","True","4708606","12","5","5","0","7","0","0","True",,"4","3","52","0","2","1","18.7927477",,,,,,,,,,,,,,,
"a7a33a8b-53a1-4ff2-89e9-90480b6e7f24","2026-09-16T16:36:13.5116794Z","2026-09-16T16:34:25.6864899Z","01669-01","01 Small Jobs","structural","\\Kor-fs01\Projects\Projects\01 Small Jobs\01669-01 (526 E 30th Ave Vancouver)\05 Stickfile\01669-01 2024-02-26 526 E 30TH Ave. Stickfile (KW comments).pdf","2024-02-26","True","1790242","13","6","6","0","7","0","0","True",,"5","3","59","0","1","1","24.9311429",,,,,,,,,,,,,,,
